Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (IDR),Impressions,Impressions click-through rate (%)
U1wmkRp57cE,Ingin Bahagia? Kelola Raja dalam Dirimu | Dr. Fahruddin Faiz #Shorts,"May 26, 2025",38,2526,"13,3477",3,"289,938",1232,"6,09"
xfoummbsKdQ,Mengapa Kita Menyukai Kebencian? Racun yang Diam-Diam Kita Pelihara!  – Dr. Fahruddin Faiz,"Dec 24, 2025",7163,2523,"1482,6994",6,"65475,885",28875,"6,49"
H4mkyNFXoLE,Taubatmu Diterima atau Ditolak? Kenali Tanda yang Sering Tak Disadari! – Dr. Fahruddin Faiz,"Oct 10, 2025",6318,2515,"1695,2072",15,"89838,011",34869,"5,25"
1g2lrnM9YA0,"Barat Tanpa Islam, Kita Islam Tanpa Nilai?","Apr 1, 2026",6757,2506,"1574,0142",3,"66491,026",29059,"6,56"
rBTK3mrFHxE,"Jalan Sunyi Itu Tak Sepi, Tapi Penuh Tuhan","Jun 25, 2025",48,2505,"14,8591",5,"284,669",2151,"5,35"
rp1ADKJDXVk,Hidup Terasa Berat? Stoikisme Punya Jawabannya – Dr. Fahruddin Faiz,"Jun 12, 2025",106,2461,"32,2509",3,"413,449",2346,"6,44"
9RjcE5Q5h8Q,"Krishnamurti Bebas dari yang Dikenal, Bebas dari Diri Palsu – Dr. Fahruddin Faiz","Sep 25, 2025",75,2454,"11,6427",1,"213,374",1136,"2,46"
yyps0nbuKYI,Meniti Jalan Kembali – Dr. Fahruddin Faiz,"Sep 28, 2025",114,2447,"21,8094",5,"289,569",2141,"5,7"
Wag-UeT7SEI,Hidup Bebas atau Tahu Batas? Filsafat Jawa yang Menyelamatkan – Dr. Fahruddin Faiz,"Jan 24, 2026",6006,2428,"1524,3436",4,"69833,811",28337,"6,16"
iupDh9ka9L4,Mengapa Filsafat Justru Perintah Agama?,"Mar 26, 2026",6879,2389,"1307,8345",9,"46890,234",24236,"7,32"
GZ8zT93csSs,"Mursyid Tak Terlihat, Tapi Menuntunmu Diam-Diam  – Dr. Fahruddin Faiz","Jul 3, 2025",36,2384,"12,8771",0,"308,019",4279,"4,77"
aAVEIvLmqHg,Inilah Hadis Paling Menggembirakan Umat Islam — Penjelasan yang Jarang Dibahas! – Dr. Fahruddin Faiz,"Dec 5, 2025",6107,2367,"1531,4828",10,"68655,128",29130,"5,75"
AE2Jbsb-8VA,Filsafat Puasa Gandhi: Lapar yang Jadi Senjata Perlawanan Tanpa Kekerasan – Dr. Fahruddin Faiz,"Sep 1, 2025",5708,2349,"1300,3167",14,"75370,859",36448,"4,92"
CWTGbjq4HNM,Nazisme: Rasisme Buta atau Logika Gelap yang Terencana? – Dr. Fahruddin Faiz,"Jan 19, 2026",6857,2335,"1591,2582",5,"43483,215",28416,"6,02"
BsDJhS-nl50,"Kaya, Miskin, Terpelajar — Rasanya Sama – Dr. Fahruddin Faiz","Apr 25, 2025",30,2323,"8,3909",0,"16,038",1240,"2,18"
0Ifl8ULyCu4,Kamu Bukan Gak Laku,"Jun 27, 2026",50,2323,"12,7037",1,"415,621",508,"7,28"
xuQYFwm6y9M,Cara Bijak Menghadapi Orang Jahat & Tak Tahu Malu – Dr. Fahruddin Faiz,"Jun 3, 2025",135,2312,"39,8448",7,"406,724",4824,"6,38"
-N7vOG_G3VI,"Ilmu Tinggi, Akhlak Rendah — Kritik Lembaga Budi","Mar 5, 2026",7086,2310,"1572,8612",5,"67847,977",25324,"6,76"
LDODbKcE7gc,Cinta kepada Allah: Rahasia Bahagia Sejati – Dr. Fahruddin Faiz,"Sep 19, 2025",6789,2307,"1589,3816",5,"77843,336",20655,"8,84"
aXDgTeBzQQU,Sedulur Papat Limo Pancer: Rahasia Jiwa Manusia – Dr. Fahruddin Faiz,"Jun 23, 2025",95,2298,"30,4522",5,"337,912",3609,"3,3"
oei_Jw9XKNs,Filosofi Timur: Penyebab Masalah Hidupmu Terus Mengulang Ternyata Ketidaksadaranmu,"Jun 26, 2026",6176,2289,"1190,4061",7,"69309,723",26902,"6,56"
jIN7W_P0N3s,Mengapa Nelson Mandela Menghormati Ulama Nusantara Ini? — Siapa Syekh Yusuf Al-Makassari?,"Feb 26, 2026",7133,2265,"1397,8638",4,"53258,754",28438,"5,94"
jU67HuwksWs,Filsafat Yin Yang: Kunci Hidup Bahagia dan Mengalir – Dr. Fahruddin Faiz,"May 30, 2025",3101,2250,"658,8164",12,"21316,781",31194,"5,57"
pAn97LZG3yU,Sulit Memaafkan Diri? Ini Makna Taubat yang Sebenarnya! – Dr. Fahruddin Faiz,"May 16, 2025",3335,2222,"674,5269",22,"4774,822",30331,"5,51"
A3yk9Mg8TRg,Sungguh Beruntung... Mereka yang Menyucikan Jiwanya - Dr. Fahruddin Faiz #shorts,"Apr 21, 2025",42,2208,"11,4917",3,"10,181",741,"2,29"
G5Ra4fF6-VE,Kamu Lelah Karena Selama Ini Mengejar Hal yang Salah,"May 14, 2026",6679,2192,"1486,1045",2,"63915,255",23048,"6,88"
8ABdVgy5s-Y,Alam Semesta Punya Aturan! Begini Kata Kaum Stoik – Dr. Fahruddin Faiz,"Jun 11, 2025",90,2174,"22,2318",5,"396,606",2813,"5,01"
oA5cAUJDZMc,"Tanpa Ini, Hidupmu Akan Kosong – Pesan Dr. Fahruddin Faiz","Jun 20, 2025",143,2155,"36,312",4,"302,072",2832,"7,56"
ANIlVAkDZUQ,Kamu Mencintai atau Mengingkan? 🤔 - Dr. Fahruddin Faiz,"Apr 19, 2025",43,2153,"11,8149",3,"11,961",1623,"3,51"
P-3lZ8lFz_g,Hidup Tenang ala Stoik: Kendali Diri Marcus Aurelius – Dr. Fahruddin Faiz,"Jun 9, 2025",101,2150,"25,3343",3,"315,397",3950,"3,49"
3C4w3dRXycA,Mehmed II : Mengapa Ia Disebut Sebaik-Baik Pemimpin? Apa Rahasianya?,"Apr 21, 2026",7171,2145,"1384,2668",1,"50379,464",23581,"6,57"
5sw2D63EbOs,Slow Living: Kehidupan Tenang & Bahagia Dimulai dari Sini – Dr. Fahruddin Faiz,"Jun 19, 2025",3444,2139,"712,0889",8,"46211,416",25263,"6,73"
7uxfHRs25H8,Ciri Kamu Belum Kenal Dirimu – Dr. Fahruddin Faiz,"Jul 20, 2025",111,2115,"30,0503",7,"375,678",2495,"4,61"
lZ1hYZPHUQc,Hakikat Meniti Jalan Kembali – Dr. Fahruddin Faiz,"Oct 4, 2025",80,2113,"12,8554",4,"183,811",1854,"4,1"
in9k8JECsA4,Cinta yang Tak Pernah Pergi - Dr. Fahruddin Faiz,"Apr 24, 2025",77,2104,"24,0336",7,"14,724",2079,"2,89"
bDKpyUI23W4,"Heraclitus: Hidup Adalah Perubahan, Tidak Ada yang Kekal – Dr. Fahruddin Faiz","Oct 27, 2025",6420,2075,"1465,5564",7,"72536,314",21622,"7,5"
O4fNPhAJpgA,"Doamu Dikabulkan, Tapi Kamu Tak Menyadarinya – Dr. Fahruddin Faiz | Suara Filsuf","May 29, 2025",28,2065,"7,1828",0,"217,008",1065,"4,04"
vqBzSssS11U,Hidup Memang Tidak Pasti,"May 28, 2026",26,2049,"5,9803",1,"303,579",355,"4,51"
sNL8MRN3E7g,Kalau Semua Milik Allah… Kenapa Kamu Takut Kehilangan?,"Apr 15, 2026",37,2046,"10,2426",0,"216,303",497,"2,21"
3ekirGn4vvU,"Hidup Itu Dinikmati, Bukan Disesali – Dr. Fahruddin Faiz","Apr 15, 2025",37,2013,"7,5106",2,"15,435",1056,"2,94"
_f32d6P-OZI,Mengapa Pemimpin Zaman Sekarang Gagal? Sunan Gunung Jati Punya Jawabannya – Dr. Fahruddin Faiz,"Jan 2, 2026",7310,2004,"1255,8113",6,"50636,4",26303,"5,76"
4osHsx3EADw,Harun Al-Rasyid: Benarkah Seluruh Kekuasaan Tak Lebih Berharga dari Setetes Air?,"Apr 14, 2026",7059,1989,"1279,6208",4,"54589,247",25386,"6,06"
wVXgJXOMajE,"Percaya Diri Itu Penting, Tapi Jangan Sampai Jadi Sombong – Dr. Fahruddin Faiz","May 20, 2025",75,1937,"15,2942",3,"72,103",1966,"4,93"
gagi2G94vGk,Manusia Itu Egois — Ini Faktanya,"Apr 12, 2026",51,1915,"15,4112",1,"317,368",477,"3,14"
rt3nxLxbYTQ,Buddhisme: Rahasia Menghentikan Penderitaan & Meraih Nirwana – Dr. Fahruddin Faiz,"Sep 17, 2025",6300,1914,"1278,5394",7,"73697,959",17767,"8,45"
2coLUQTyN7k,"Terlalu Anti Negatifitas, Justru Jadi Tertekan – Dr. Fahruddin Faiz","Oct 16, 2025",160,1868,"19,4281",5,"286,89",3587,"5,21"
wywszv6fBF8,Ini Tanda Cinta Tulus dan Ikhlas yang Sebenarnya – Dr. Fahruddin Faiz | Suara Filsuf,"May 30, 2025",77,1866,"15,3837",7,"292,783",2103,"4,47"
wuhKJXBpZuw,Bahagia ala Stoik: Nasihat Bijak Marcus Aurelius | Dr. Fahruddin Faiz,"Jun 10, 2025",89,1860,"19,0425",2,"302,686",3734,"3,8"
uGtp9m7f7-o,"Maafkan Dirimu, Maka Damai Akan Hadir ✨ - Dr. Fahruddin Faiz","Apr 18, 2025",46,1847,"10,8668",1,"13,272",1907,"4,09"
MN1HQRULszQ,"Ilmumu Cuma Wawasan, Bukan Amalan? – Dr. Fahruddin Faiz","Oct 18, 2025",98,1833,"20,8934",4,"258,358",1925,"3,27"
634ipPwrBWk,Rahasia Hidup Tenang ala Zen di Dunia yang Kacau – Dr. Fahruddin Faiz,"Oct 3, 2025",6656,1832,"1061,5894",1,"43156,783",21429,"7,19"
6EVXJr1Pma0,"Semedi Itu Bukan Diam, Tapi Mendengar Hatimu Sendiri","Jul 2, 2025",43,1829,"9,4664",2,"241,85",1959,"3,93"
B-1hXzeJ0sU,Jangan Terlanjur Rusak,"Jun 20, 2026",54,1820,"8,2317",2,"327,179",350,"4,86"
5v8DwF7y4hk,Mengapa Kita Suka Menghakimi Orang Lain? Bongkar Rahasia Gelap di Balik Ego Manusia – Fahruddin Faiz,"Nov 2, 2025",6085,1796,"1225,6627",3,"77977,946",17212,"7,87"
l8R0zQorjGk,Kenapa Kita Selalu Ingin Dicintai? - Dr. Fahruddin Faiz,"Dec 27, 2025",63,1792,"8,0357",2,"269,479",1373,"4,52"
KMFCpuSskFs,3 Kunci Menguasai Diri – Dr  Fahruddin Faiz,"Jul 18, 2025",120,1781,"35,598",1,"298,455",2701,"5,7"
ktLNm6ubuaw,Al-Mawardi: 6 Tanda Bangsa Akan Hancur — Nomor Terakhir Sudah Kita Anggap Normal,"May 5, 2026",6952,1773,"1212,9096",2,"48863,658",21370,"6,57"
gt7dBCg57SM,Setiap Orang Punya Perangnya,"Jun 18, 2026",44,1742,"10,8205",4,"299,563",230,"2,61"
ml_dWpZtHUA,Kenapa Doa Kita Tak Selalu Dikabulkan? Ini Jawabannya! – Dr. Fahruddin Faiz,"May 13, 2025",2767,1733,"520,5719",14,"6875,363",34147,"3,34"
9cud-T3SuC0,"Sun Tzu: Perhatian Kita Terlihat Bebas, Padahal Sedang Dikendalikan – Dr. Fahruddin Faiz","Jun 19, 2026",6681,1711,"994,8928",5,"47564,279",21184,"6,34"
MSKWKOfeYuw,Santo Agustinus: Cara Mengakhiri Perang di Dalam Pikiranmu – Dr. Fahruddin Faiz,"Jun 17, 2026",6635,1687,"1084,3876",4,"54107,831",17865,"7,15"
vL9j1RLF68g,"Berhenti Mencari Bahagia, Mulailah Menikmatinya | Dr. Fahruddin Faiz","May 27, 2025",83,1664,"20,6517",6,"244,609",1887,"6,41"
uQKcvpfEx1A,Sabar dan Syukur: Dua Kunci Utama Kehidupan,"May 16, 2026",41,1623,"9,6265",9,"269,005",436,"1,83"
-cAIMA84vAI,"Bebas dari 5 Hal Ini, Hidupmu Akan Bahagia – Dr. Fahruddin Faiz","May 22, 2025",61,1592,"11,087",2,"85,609",1247,"5,37"
iQDo9PoqQcw,Kenapa Batinmu Burn Out,"Jun 23, 2026",52,1575,"7,3685",1,"5374,472",353,"5,95"
oV__YAECwPs,Hidupmu Terasa Buntu? Ini Cara Bangkit dan Temukan Arah Baru! – Dr. Fahruddin Faiz,"May 15, 2025",2758,1575,"438,0027",9,"4353,598",24382,"4,72"
P8elJCe8kbc,Al-Asy’ari: Hidupmu Sudah Ditentukan… Lalu Buat Apa Berusaha?,"Jun 3, 2026",6617,1573,"669,2219",1,"36482,646",17005,"7,26"
NpUuyEq0ydk,KRISIS DUNIA DIMULAI DARI DIRI KITA! Sadarkah Kamu Jadi Bagian dari Kekacauan Ini?,"Nov 8, 2025",89,1568,"6,6874",4,"221,413",937,"2,56"
anZsgCcMo6s,Makin Banyak Teman Makin Sepi? Kata Aristoteles…,"May 17, 2026",6286,1564,"1025,3198",1,"50018,801",19383,"6,23"
jKvnI7V6Vn0,Manusia dengan Karakter Syaithaniah – Dr. Fahruddin Faiz,"Oct 28, 2025",90,1562,"12,2153",5,"215,192",1274,"6,04"
eKaPILzRFkQ,Akun Palsumu Adalah Dirimu yang Asli,"Jun 21, 2026",40,1553,"9,0934",1,"287,085",425,"3,06"
EQq3qrCz4LI,Ramai Tapi Sepi,"Jun 25, 2026",50,1552,"8,7141",0,"249,177",376,"8,24"
zaoktLAp3iY,Menemukan Kedamaian Diri: Cara Mengatasi Takut dalam Kesendirian – Dr. Fahruddin Faiz,"Apr 28, 2025",2942,1540,"433,7642",4,"1479,138",21814,"4,7"
oQEIpf__V_M,Sukses Tapi Batin Kosong,"Jun 16, 2026",63,1537,"10,6637",2,"1042,03",442,"4,75"
7E1KuC8yQSs,Tuhan dan Pikiran Manusia: Alat Pencari atau Penghalang? – Dr. Fahruddin Faiz,"Jan 9, 2026",2652,1523,"422,916",5,"32192,655",18772,"6,02"
pziEVkhgc2w,"Rindu Allah, Hati Jadi Damai - Dr. Fahruddin Faiz","Apr 23, 2025",85,1523,"15,8064",7,"16,357",1163,"4,64"
Qy3KcAU4Kgk,Kekuasaan Tak Lebih dari Setetes Air Kencing,"Apr 14, 2026",113,1521,"21,7813",2,"237,547",1026,"4,87"
5nS63M-PkTE,"Cinta Itu Datang Sendiri, Kita Gak Bisa Atur","Jul 8, 2025",139,1519,"21,5987",2,"224,641",2390,"4,77"
0q08gGgbRms,Bedakan Suara Hatimu: Nurani atau Nafsu? – Dr. Fahruddin Faiz,"Jun 18, 2025",62,1516,"14,6081",0,"246,93",1482,"5,26"
364ZQ1u92aM,Tanda Imanmu Kuat: Tidak Mudah Panik!,"Jun 13, 2026",35,1515,"8,6153",0,"217,732",245,"4,9"
khfWw3kaKT8,Bukan Soal Pintar! Rahasia Psikologi Uang ala Morgan Housel – Dr. Fahruddin Faiz,"Aug 17, 2025",6452,1509,"946,235",6,"55142,992",18773,"6,41"
DYCdzg2N_k8,Fatwa Hatimu: Petunjuk Terjernih dari Dalam Diri – Dr. Fahruddin Faiz,"Jun 19, 2025",162,1498,"33,0639",4,"246,456",2068,"6,48"
Eg_XYRCbG3k,Mengapa Banyak Orang Suka Menghakimi? | Suara Filsuf – Dr. Fahruddin Faiz,"Nov 6, 2025",56,1492,"7,321",2,"190,976",1757,"2,22"
i5ykHIbNFGQ,Jangan Benci Dirimu Sendiri,"May 26, 2026",48,1484,"7,0586",4,"14098,543",232,"2,16"
9BeRrQTAGsA,Kenapa Rumahmu Terasa Seperti Penjara?,"May 21, 2026",51,1478,"6,232",0,"208,132",265,"4,15"
2tK_vvQPPes,Syukur: Kunci Bahagia yang Tak Terlihat #shorts,"Apr 9, 2025",42,1469,"10,4763",3,"66,35",2362,"5,17"
Quo6WH9IkbM,Bahagia Tanpa Sedih Tidak Ada Artinya – Dr. Fahruddin Faiz | Suara Filsuf,"Dec 6, 2025",100,1463,"13,6739",7,"209,381",834,"2,76"
aBHsFvc-hoc,Mozi: Bukan Kurang Cinta—Tapi Kamu Salah Mencintai,"Apr 28, 2026",6524,1463,"866,0648",1,"44313,562",14399,"7,1"
C1CU_qTMuI4,Fitnah: Bahaya yang Tersembunyi – Dr. Fahruddin Faiz #Shorts,"Apr 13, 2025",72,1453,"10,9622",3,"23,121",814,"5,65"
nz__TrBzzmY,Mengapa Hidup Terasa Begitu Berat?,"May 27, 2026",4251,1447,"689,1393",3,"37205,926",14675,"7,08"
Q3bfNYMXfa0,Amalmu Butuh Ikhlas,"Jun 3, 2026",56,1447,"7,5754",2,"232,965",227,"4,85"
i7yi78w7Kww,STOP! Hidup Mengejar “Having” Bikin Kamu Kosong — Saatnya Jadi Manusia “Becoming”,"Nov 10, 2025",86,1439,"15,2679",6,"277,986",1863,"3,38"
H9Sl3KIB6Vw,Hidup Terasa Capek Padahal Tidak Berat — Ada yang Salah dengan Cara Kita Hidup — Dr. Fahruddin Faiz,"Dec 31, 2025",4030,1427,"586,9453",1,"41556,88",16571,"6,09"
N4NIPmXLYyQ,IQ Tinggi Tapi Tetap Gagal? Rahasia Kecerdasan Emosional yang Jarang Dibahas – Dr. Fahruddin Faiz,"Aug 6, 2025",6299,1426,"901,5832",11,"37407,819",17965,"5,84"
M2mL_Dv0o3I,"Krisis Terbesar Hari Ini Bukan Ekonomi, Tapi Ego | Dr. Fahruddin Faiz","Nov 11, 2025",107,1425,"17,4702",7,"208,672",2337,"3,77"
Ln3Uv7gdQoE,"Tamparan Kesadaran: Kaya Itu Tentang ""Cukup""","May 14, 2026",59,1425,"9,4877",5,"297,01",379,"3,17"
L-SdzLPIzXo,Berhenti Membuat Hidupmu Rumit!,"May 13, 2026",66,1417,"8,7639",7,"221,542",370,"2,97"
aITuFf3w7gw,Manusia Itu Baik… Tapi Kenapa Jadi Jahat?,"Apr 16, 2026",78,1416,"13,2784",1,"232,875",515,"2,91"
6pvYdYgNUHo,Kenali Sisi Gelapmu: Mekanisme Proyeksi – Dr. Fahruddin Faiz | Suara Filsuf,"Nov 15, 2025",78,1415,"8,6745",8,218,1150,"2,7"
EGV9xKo0UiI,Mental Kepiting: Saling Jatuh Saat Ada yang Naik – Dr. Fahruddin Faiz,"Nov 4, 2025",86,1409,"17,1759",4,"244,253",1507,"3,85"
4afDxc2Mu-o,Hidup Hanya Mampir Minum: Jangan Terjebak di Tempat Transit!,"May 23, 2026",48,1406,"9,6222",5,"334,591",313,"3,83"
F7QIFg90sgw,Mengapa Kebebasan Justru Menakutkan? Erich Fromm Menjawab – Dr. Fahruddin Faiz,"Aug 27, 2025",6729,1403,"975,7599",6,"51434,476",18838,"5,83"
42UMG-gT4J0,Mentalitas Samurai: Rahasia Hidup Sederhana tapi Tak Terkalahkan – Dr. Fahruddin Faiz,"Aug 25, 2025",5872,1397,"596,0336",3,"31509,224",15599,"7,4"
qVw4U5MZTw8,Kalau Kamu Muslim Sejati… Buktinya Ini,"Apr 13, 2026",41,1374,"4,4259",2,"169,301",484,"2,48"
w5IxzHAbr6w,Hanya Ada 2 Jenis Manusia di Dunia Ini – Kamu yang Mana? - Dr. Fahruddin Faiz,"Apr 30, 2025",172,1372,"15,5305",0,"11,406",2898,"4,07"
GVCEyRUab3E,"Hidup yang Tak Diuji, Tak Punya Nilai – Dr. Fahruddin Faiz","Jul 24, 2025",108,1366,"18,6436",2,"193,499",4623,"4,48"
gg_p8Lkx2GM,"Haji Bukan Gelar, Tapi Jalan Pulang kepada Allah","May 22, 2026",6995,1349,"929,016",3,"35043,796",11333,"8,21"
MiZuRmuNW9I,Rahasia Heroisme: Mengapa Dunia Tidak Butuh Orang Pintar yang Hanya Peduli pada Dirinya Sendiri?,"May 3, 2026",6705,1347,"861,2576",4,"38767,361",15426,"6,41"
oQegl99lLwI,Kenapa Kamu Gak Pernah Benar-Benar Orisinal? – Dr. Fahruddin Faiz,"Oct 14, 2025",170,1339,"31,8017",1,"256,454",1916,"3,76"
RUEky7Q7mtA,Filosofi Jawa ‘Wani Ngalah’: Kekuatan di Balik Sikap Mengalah – Dr. Fahruddin Faiz,"May 19, 2025",2373,1336,"293,2",8,"8328,351",20212,"4,39"
hKPGwBEJCd8,Tan Malaka: “Indonesia Belum Merdeka!” Ucapan yang Mengguncang Sejarah – Fahruddin Faiz,"Aug 4, 2025",6179,1319,"611,2365",9,"33081,572",15944,"5,8"
nSOa41uqyuk,Cara Diam Mengalahkan Penghina #ngajifilsafat,"Feb 16, 2026",123,1315,"18,1239",5,"231,15",1623,"3,27"
bY7h4IkPWkk,Capek Gak Bisa Tidur? Coba Puasa HP!,"May 24, 2026",39,1306,"6,8858",1,"289,58",330,"3,33"
haM5yKJ15Kg,Kecerdasan Artifisial: Apakah Kita Diperbudak Mesin Ciptaan Sendiri? – Dr. Fahruddin Faiz,"Aug 11, 2025",6441,1306,"815,8845",10,"33208,474",14961,"7,05"
c-4H6EUyBzc,Iman Tinggi,"May 15, 2026",35,1291,"7,2097",0,"234,784",199,"6,03"
EbZZafqQMR0,Seleh Roso: Saat Hati Belajar Pasrah – Dr. Fahruddin Faiz,"Jun 22, 2025",56,1290,"9,2505",0,"178,368",2898,"3,59"
lqqbOFkGIlY,"Kadang kita berada di tengah banyak orang,
tapi tetap merasa tidak benar-benar dipahami.

Kita ikut","Jun 8, 2026",15,1285,"1,2099",0,,0,
3gN2Oc4usjo,Nabi yang Dihapus dari Sejarah? | Ngaji Filsafat,"Jan 20, 2026",64,1279,"6,9196",3,"159,147",543,"3,5"
xQ0ZCjupvPI,"Makna Asli ""Menyiksa Diri"" Agar Tidak Manja","May 19, 2026",65,1259,"9,4552",1,"236,741",524,"4,2"
yz-Vfms7Pd0,Cara Bijak Hadapi Orang Toxic – Dr. Fahruddin Faiz,"Nov 1, 2025",119,1255,"14,5072",2,"267,954",1377,"5,16"
OmB57FOpWOM,Makna Sedulur Papat Limo Pancer – Siapa Dirimu Sebenarnya?,"Jun 27, 2025",176,1243,"20,8584",7,"207,133",3156,"3,23"
YMl4dbebMY0,"Kadang kita berada di tengah banyak orang,
tapi tetap merasa tidak benar-benar dipahami.

Kita ikut","Jun 8, 2026",15,1230,"1,544",0,,0,
udUd4B_mEMw,Bukan Karena Uang—Ini Alasan Kamu Tetap Miskin,"Mar 31, 2026",6993,1230,"875,8791",1,"33213,774",18001,"4,74"
m90yK9s1bk0,Muhammad Iqbal: Kita Rajin Beribadah — Tapi Mengapa Tetap Minder dan Takut?,"May 7, 2026",6679,1215,"650,8503",1,"21258,282",13602,"6,59"
qwGz7lAeCeI,Jangan Percaya Dirimu Sendiri — Kamu Lebih Egois dari yang Kamu Kira,"Apr 8, 2026",6296,1209,"698,9776",2,"30337,331",13425,"6,76"
ARXkGlehsiw,Fokusmu Sedang Dicuri,"Jun 19, 2026",60,1195,"7,8439",1,"229,568",306,"2,94"
gPpeK5xWi8w,"Abu Hanifah: Dicintai Umat, Dimusuhi Penguasa—Apa yang Sebenarnya Terjadi?","Apr 2, 2026",7366,1190,"915,702",0,"62135,146",11731,"7,48"
hTjPkG9cu28,Ada Pola dalam Segalanya—Termasuk Luka yang Kau Alami,"Jul 1, 2025",94,1179,"15,7723",1,"198,922",2087,"6,23"
g4aXmvbFnMY,"Saat Berniat Memperbaiki Dunia, Mengapa Kita Justru Merusaknya? – Dr. Fahruddin Faiz","Dec 17, 2025",7213,1138,"756,7617",2,"36766,104",17428,"4,87"
-Kf88T7ioYw,Bijak di Era Digital? Gunakan 3 Filter Socrates Ini – Dr. Fahruddin Faiz,"Jul 26, 2025",179,1135,"19,4282",4,"209,244",4562,"4,19"
TYJ1VmaNJiA,Eksploitasi Diri: Saat Kita Jadi Musuh bagi Diri Sendiri – Dr. Fahruddin Faiz,"Oct 9, 2025",108,1132,"15,0946",0,"202,385",1763,"3,52"
ySCI-AXLxek,Kenapa Hidup Terasa Kosong dan Membosankan?,"May 20, 2026",6209,1116,"561,6385",1,"28599,279",10661,"7,53"
PThDgdDniho,Kenapa Kita Takut Dianggap Aneh? Michel Foucault Menjawab,"Jul 1, 2026",5863,1116,"614,6749",3,"26093,353",14095,"6,42"
dAKymw6jVOQ,"Kadang tubuh terasa lelah, bukan karena kita kurang istirahat.
Tapi karena pikiran terlalu lama memi","Jun 6, 2026",15,1115,"1,2178",0,,0,
Ic881MallN8,Pikiranmu Bukan Tempat Sampah – Dr. Fahruddin Faiz,"Apr 27, 2025",1544,1109,"188,1202",5,"449,585",14288,"5,17"
7DImmDYG-Pg,"Merasa Hampa: Masalah Mental, atau Gagal Menjadi Diri Sendiri? — Dr. Fahruddin Faiz","Jan 31, 2026",6726,1106,"316,6823",6,"17002,277",15940,"5,59"
1uzoMjMEZoY,"Kadang kita berada di tengah banyak orang,
tapi tetap merasa tidak benar-benar dipahami.

Kita ikut","Jun 8, 2026",15,1087,"0,9698",0,,0,
Rm8uRuYriKw,"“Kadang…
yang paling sulit bukan hidup sederhana.

Tapi tetap jujur
di dunia yang penuh kepalsuan.”","May 13, 2026",15,1072,"1,3271",0,,0,
0r7a_u2B_mc,Mimpi vs Realita: Saatnya Melihat ke Dalam Diri – Dr. Fahruddin Faiz | Suara Filsuf,"Oct 30, 2025",84,1069,"5,8973",2,"152,115",1354,"2,66"
RWHR5Z6u4B8,Ingin Hidup Bahagia? Ini Tips dari Dr. Fahruddin Faiz!,"May 21, 2025",2755,1006,"265,8364",3,"5432,742",19240,"4,16"
cbGqnpn2P2c,Ibrahim ibn Adham: Suara Ini Membuat Seorang Sultan Meninggalkan Segalanya,"Apr 26, 2026",7387,993,"714,172",4,"37811,683",11478,"6,3"
fjPrq4liitM,"Hidup Kita Makin Mudah, Tapi Mengapa Kita Justru Kehilangan Diri? – Dr. Fahruddin Faiz","Dec 8, 2025",6193,971,"567,9575",6,"32962,567",28259,"2,73"
8RNsjQVpvfI,Mengapa Orang Pintar Pun Percaya Hoaks? Jawaban yang Tidak Nyaman – Dr. Fahruddin Faiz,"Jan 14, 2026",6715,942,"585,6229",1,"21843,445",15886,"4,7"
JrgvmRawzX0,Imam Ghazali: Mengapa Jiwamu Terasa Kosong Padahal Usiamu Kian Dewasa?,"Jun 14, 2026",6229,924,"452,4788",0,"26542,236",10013,"6,8"
pE28gepJnys,Hidupmu Panen dari Apa yang Kamu Tanam – Dr  Fahruddin Faiz,"May 29, 2025",3429,887,"325,8316",4,"9106,431",12046,"5,02"
MD9DtnteSD4,"Filsafat Cinta: Kenangan, Makhluk Paling Indah dalam Cinta – Dr. Fahruddin Faiz","Jun 5, 2025",3054,878,"238,9884",8,"17141,784",11767,"5,25"
S1WDmbBnPM0,Soe Hok Gie: Lebih Baik Mati Muda daripada Hidup Menjilat,"Apr 19, 2026",6813,855,"390,2851",3,"17406,635",11567,"5,55"
FnsEZui_78s,Hidup Terasa Biasa Saja? Ini Rahasia Agar Hidupmu Lebih Bermakna – Dr. Fahruddin Faiz,"May 12, 2025",3247,849,"234,5856",6,"1087,899",12023,"4,36"
9PNoB1uvWGM,Mursyid: Penuntun Jalan Batin dan Spiritual – Dr. Fahruddin Faiz,"Jul 3, 2025",4150,845,"338,8057",10,"12648,437",10911,"4,25"
fwmoD7jZeI0,Puasa Pikiran: Ketenangan Batin dalam Filsafat Zhuang Zi – Dr. Fahruddin Faiz,"Jul 7, 2025",6352,843,"494,6971",5,"23087,742",11144,"4,3"
U1jf2HDXt30,Pikiran Negatif Kok Bisa Jadi Kenyataan? Ini Penjelasan Ilmiah & Filosofisnya – Dr. Fahruddin Faiz,"May 9, 2025",2102,842,"154,4052",2,"262,511",16135,"3,5"
S76YRAiJ86g,"Bebas Dirimu! Latihlah Hati, Menjadi Asli Justru Membuat Hidup Lebih Ringan","Apr 7, 2026",5969,826,"479,1492",1,"21208,887",9105,"6,46"
