Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (IDR),Impressions,Impressions click-through rate (%)
P-3lZ8lFz_g,Hidup Tenang ala Stoik: Kendali Diri Marcus Aurelius – Dr. Fahruddin Faiz,"Jun 9, 2025",101,21,"0,2289",0,"3,721",144,"1,39"
vqBzSssS11U,Hidup Memang Tidak Pasti #shorts,"May 28, 2026",26,20,"0,0857",0,"3,848",92,"7,61"
-N7vOG_G3VI,"Ilmu Tinggi, Akhlak Rendah — Kritik Lembaga Budi","Mar 5, 2026",7086,20,"10,2966",0,"178,593",173,"5,78"
Q3bfNYMXfa0,Amalmu Butuh Ikhlas #shorts,"Jun 3, 2026",56,20,"0,1028",0,"2,18",29,"3,45"
9PNoB1uvWGM,Mursyid: Penuntun Jalan Batin dan Spiritual – Dr. Fahruddin Faiz,"Jul 3, 2025",4150,19,"7,2815",0,"262,63",128,"8,59"
5sw2D63EbOs,Slow Living: Kehidupan Tenang & Bahagia Dimulai dari Sini – Dr. Fahruddin Faiz,"Jun 19, 2025",3444,19,"7,3984",0,"439,432",122,"13,11"
9BeRrQTAGsA,Kenapa Rumahmu Terasa Seperti Penjara? #shorts,"May 21, 2026",51,18,"0,1172",0,"5,352",84,"7,14"
czmJJykw-O0,5 Kunci Mengalahkan Ego untuk Hidup Tenang & Sehat Secara Spiritual – Dr. Fahruddin Faiz,"Oct 24, 2025",4361,18,"6,3784",0,"537,368",181,"6,63"
SXKHMYcGfho,Ketika Kebaikan Dianggap Kelemahan — Pelajaran Sunyi dari Isa AS – Dr. Fahruddin Faiz,"Feb 5, 2026",7003,18,"10,9777",0,"267,487",192,"6,77"
2coLUQTyN7k,"Terlalu Anti Negatifitas, Justru Jadi Tertekan – Dr. Fahruddin Faiz","Oct 16, 2025",160,18,"0,187",0,"6,069",120,"8,33"
BN-l0vNB0LE,Ikhlas: Jalan Pulang untuk Hati yang Lelah Mengejar Dunia,"May 24, 2026",2528,17,"6,7584",0,"151,845",227,"3,52"
9H3FhGV-ggc,Ternyata Proyek Terbesar Manusia Dimulai Sejak Bayi! – Pendidikan Montessori oleh Dr. Fahruddin Faiz,"Jul 23, 2025",6889,17,"12,2898",0,"477,493",123,"5,69"
wvpnuhSMT-k,Tugas Hidup Itu Amanah – Jangan Lari dari Peranmu | Dr. Fahruddin Faiz,"Jun 8, 2025",72,17,"0,2331",0,"2,812",37,"10,81"
aAVEIvLmqHg,Inilah Hadis Paling Menggembirakan Umat Islam — Penjelasan yang Jarang Dibahas! – Dr. Fahruddin Faiz,"Dec 5, 2025",6107,17,"13,6963",0,"2066,086",121,"9,92"
qZPAQr2M73U,Waskito: Ketajaman Batin yang Tak Bisa Dibohongi,"Jun 26, 2025",88,16,"0,1627",0,"3,453",95,"5,26"
Ez69Fn9wBo4,"Tolak Rasa Sakitmu, Maka Ia Akan Lenyap – Dr. Fahruddin Faiz","Jun 8, 2025",2963,15,"5,576",0,"41,898",122,"4,92"
iupDh9ka9L4,Mengapa Filsafat Justru Perintah Agama?,"Mar 26, 2026",6879,15,"10,3073",0,"44,546",202,"3,47"
z1HQ5GPvfV8,Kenapa Manusia Tidak Bisa Ditebak? Hikmah Jawa Janma Tan Kena Kinira,"Mar 7, 2026",6847,15,"5,2199",0,"14,517",187,"3,74"
KF9su8dt3Rw,Mengapa Orang Suka Menyendiri? Inilah Sejatinya – Dr. Fahruddin Faiz | Suara Filsuf,"May 15, 2025",37,15,"0,0492",0,"1,562",32,"6,25"
Fk1y1oXOx2M,Menjaga Jiwa dari Amarah – Renungan Lembut Dr. Fahruddin Faiz,"Jun 5, 2025",66,15,"0,097",0,"2,216",85,"2,35"
vL9j1RLF68g,"Berhenti Mencari Bahagia, Mulailah Menikmatinya | Dr. Fahruddin Faiz","May 27, 2025",83,14,"0,2001",0,"1,271",8,"12,5"
rt3nxLxbYTQ,Buddhisme: Rahasia Menghentikan Penderitaan & Meraih Nirwana – Dr. Fahruddin Faiz,"Sep 17, 2025",6300,14,"12,8429",0,"112,283",131,"4,58"
Y1J9flvg7W8,"Tenangkan Pikiranmu, Hidup Tak Harus Dilawan – Dr. Fahruddin Faiz","Apr 25, 2025",2017,14,"3,1356",0,"16,355",181,"2,76"
Bn3jULfnFw8,4 Krisis Manusia Modern: Mengapa Kita Hampa dan Kehilangan Jati Diri – Dr. Fahruddin Faiz,"Nov 5, 2025",6494,14,"4,5875",0,"306,308",118,"5,08"
42UMG-gT4J0,Mentalitas Samurai: Rahasia Hidup Sederhana tapi Tak Terkalahkan – Dr. Fahruddin Faiz,"Aug 25, 2025",5872,14,"3,5386",0,"46,266",96,"8,33"
-Kf88T7ioYw,Bijak di Era Digital? Gunakan 3 Filter Socrates Ini – Dr. Fahruddin Faiz,"Jul 26, 2025",179,13,"0,1354",0,"2,194",87,"2,3"
hZHaC06MtpA,Sejatinya Diri Kita Sendiri – Dr. Fahruddin Faiz | Suara Filsuf,"Apr 26, 2025",56,13,"0,0879",0,"2,805",46,"4,35"
UCXbRouzmsU,Dr. Faiz: Punya Pasangan Tapi Tetap Merasa Sendiri,"Jun 10, 2026",2948,13,"3,4446",0,"66,034",259,"3,86"
s4qvWIwvwUk,Jalaluddin Rumi: Cara Berdamai dengan Seseorang yang Tak Bisa Kamu Ubah – Dr. Fahruddin Faiz,"Jun 12, 2026",3634,13,"2,7343",0,"180,502",318,"2,52"
xfoummbsKdQ,Mengapa Kita Menyukai Kebencian? Racun yang Diam-Diam Kita Pelihara!  – Dr. Fahruddin Faiz,"Dec 24, 2025",7163,13,"3,3184",0,"210,224",229,"4,8"
50dc1UaQUi4,Jangan Asal Pilih Guru! Ini Nasihat Bijak dari Raja Jawa – Dr. Fahruddin Faiz,"Jun 14, 2025",80,13,"0,0738",0,"1,563",173,"0,58"
_b4mLBxeAko,Ini Tolak Ukur Kualitas Diri yang Sebenarnya – Dr. Fahruddin Faiz,"Jul 17, 2025",27,12,"0,0377",0,"1,262",66,"4,55"
9XC2y2jeu3w,Obat Hati Paling Mujarab: Qona’ah #shorts,"Jun 9, 2026",118,12,"0,1153",0,"2,377",35,0
EbZZafqQMR0,Seleh Roso: Saat Hati Belajar Pasrah – Dr. Fahruddin Faiz,"Jun 22, 2025",56,12,"0,0702",0,"2,513",81,"2,47"
3Ulx8gYl_Nk,Saat Cinta pada Tuhan Dianggap Kejahatan — Pelajaran Sunyi dari Al-Hallaj – Dr. Fahruddin Faiz,"Jan 30, 2026",6858,12,"2,0696",0,"1291,177",172,"1,74"
4g2yNqWLbZU,Hijab di Pikiranmu yang Membuat Tuhan Terasa Jauh – Dr. Fahruddin Faiz,"Apr 5, 2026",3728,12,"0,705",0,"5,903",61,"3,28"
JwznEX9FlzU,MENGAPA KITA MENDERITA? Jawaban Mengejutkan dari Nietzsche untuk HIDUP MODERN – Dr. Fahruddin Faiz,"Nov 19, 2025",5444,12,"3,157",0,"446,411",190,"3,16"
JjsXYxsQ8TM,Komposisi Diri Ideal: Apa yang Harus Ada? – Dr. Fahruddin Faiz,"May 7, 2025",49,12,"0,0565",0,"1,259",16,"6,25"
1g2lrnM9YA0,"Barat Tanpa Islam, Kita Islam Tanpa Nilai?","Apr 1, 2026",6757,12,"9,0569",0,"137,59",164,"4,27"
t5OGPAx6Sxo,Perbedaan Minimalis dan Asketisme (Zuhud) #shorts,"Jun 2, 2026",78,11,"0,0731",0,"1,261",57,0
g76_2J06BOM,Kenapa Disebut Al-Ikhlas? #shorts,"May 25, 2026",56,11,"0,0558",0,"1,223",23,"4,35"
OtXQRzyzMoQ,Zuhud Bukan Berarti Harus Miskin! #shorts,"May 17, 2026",51,11,"0,1213",0,"2,209",39,"5,13"
qwGz7lAeCeI,Jangan Percaya Dirimu Sendiri — Kamu Lebih Egois dari yang Kamu Kira,"Apr 8, 2026",6296,11,"3,5411",0,"292,142",139,"3,6"
p_bYA7W96IA,"Hindari Hal Ini, Maka Jiwamu Akan Tenang – Dr. Fahruddin Faiz","Jun 4, 2025",64,11,"0,1186",0,"1,258",31,"3,23"
haM5yKJ15Kg,Kecerdasan Artifisial: Apakah Kita Diperbudak Mesin Ciptaan Sendiri? – Dr. Fahruddin Faiz,"Aug 11, 2025",6441,11,"5,4772",0,"142,804",74,"9,46"
eGN2v-v2AwU,Heroisme Itu Sudah Hilang Hari Ini #shorts,"May 3, 2026",28,10,"0,0344",0,"1,258",13,0
4osHsx3EADw,Harun Al-Rasyid: Benarkah Seluruh Kekuasaan Tak Lebih Berharga dari Setetes Air?,"Apr 14, 2026",7059,10,"4,2144",0,"2,605",228,"1,75"
0q08gGgbRms,Bedakan Suara Hatimu: Nurani atau Nafsu? – Dr. Fahruddin Faiz,"Jun 18, 2025",62,10,"0,0773",0,"2,253",52,"1,92"
aBHsFvc-hoc,Mozi: Bukan Kurang Cinta—Tapi Kamu Salah Mencintai,"Apr 28, 2026",6524,9,"5,8219",0,"129,869",153,"3,27"
3Q6242_5rWM,Masalahmu Berawal dari Terlalu Memilih #shorts,"Apr 23, 2026",27,9,"0,0365",0,"0,972",10,0
iK5qq0Ia3GI,Tahu Diri & Tahu Batas: Dua Kunci Agar Hidupmu Tidak Nyasar - Dr. Fahruddin Faiz,"Apr 17, 2025",25,9,"0,0239",0,"1,205",21,0
aITuFf3w7gw,Manusia Itu Baik… Tapi Kenapa Jadi Jahat? #shorts,"Apr 16, 2026",78,9,"0,0897",0,"0,63",15,0
L-SdzLPIzXo,Berhenti Membuat Hidupmu Rumit! #shorts,"May 13, 2026",66,9,"0,0526",0,"2,228",11,0
3ekirGn4vvU,"Hidup Itu Dinikmati, Bukan Disesali – Dr. Fahruddin Faiz","Apr 15, 2025",37,9,"0,0361",0,"1,565",17,0
4afDxc2Mu-o,Hidup Hanya Mampir Minum: Jangan Terjebak di Tempat Transit! #shorts,"May 23, 2026",48,9,"0,0592",0,"1,58",17,0
CK8x_CpDPB0,Cinta yang Benar Tidak Membuatmu Kehilangan Allah,"May 31, 2026",2723,9,"1,5047",0,"22,484",214,"3,27"
yyps0nbuKYI,Meniti Jalan Kembali – Dr. Fahruddin Faiz,"Sep 28, 2025",114,9,"0,1109",0,"1,872",44,"6,82"
jIN7W_P0N3s,Mengapa Nelson Mandela Menghormati Ulama Nusantara Ini? — Siapa Syekh Yusuf Al-Makassari?,"Feb 26, 2026",7133,9,"2,7402",0,"37,069",156,"3,21"
Ln3Uv7gdQoE,"Tamparan Kesadaran: Kaya Itu Tentang ""Cukup"" #shorts","May 14, 2026",59,9,"0,0615",0,"1,6",13,0
wywszv6fBF8,Ini Tanda Cinta Tulus dan Ikhlas yang Sebenarnya – Dr. Fahruddin Faiz | Suara Filsuf,"May 30, 2025",77,9,"0,068",0,"1,586",49,"4,08"
wVXgJXOMajE,"Percaya Diri Itu Penting, Tapi Jangan Sampai Jadi Sombong – Dr. Fahruddin Faiz","May 20, 2025",75,8,"0,0787",0,"1,278",50,2
MiZuRmuNW9I,Rahasia Heroisme: Mengapa Dunia Tidak Butuh Orang Pintar yang Hanya Peduli pada Dirinya Sendiri?,"May 3, 2026",6705,8,"4,0033",0,"50,666",159,"1,26"
JmyCCq8rhvg,"""Makna Hidup Itu Diciptakan, Bukan Ditemukan – Dr. Fahruddin Faiz | Suara Filsuf","May 14, 2025",83,8,"0,0376",0,"1,297",49,0
6iTfwJKZsYc,Makna Serawung Roso: Menyatu Tanpa Kata – Dr. Fahruddin Faiz,"Jul 12, 2025",63,8,"0,0648",0,"1,873",30,0
UQmPrY_4d5A,Mental Kaya Bukan Soal Uang – Dr. Fahruddin Faiz | Suara Filsuf,"May 2, 2025",49,8,"0,0398",0,"1,511",37,"2,7"
tgZVjv2mr5E,Kenali Dirimu! Wejangan Socrates untuk Hidup Bijaksana – Dr. Fahruddin Faiz,"Jul 13, 2025",2811,8,"1,5702",0,"55,512",129,"5,43"
uQKcvpfEx1A,Sabar dan Syukur: Dua Kunci Utama Kehidupan #shorts,"May 16, 2026",41,8,"0,0387",0,"1,603",11,0
vOXk9JBVZvI,Kenapa Harus Berkorban? Logika Tirakat Menuju Sukses Sejati – Dr. Fahruddin Faiz,"Nov 26, 2025",7058,7,"4,5461",0,"206,69",100,1
F7QIFg90sgw,Mengapa Kebebasan Justru Menakutkan? Erich Fromm Menjawab – Dr. Fahruddin Faiz,"Aug 27, 2025",6729,7,"3,8136",0,"188,045",176,"2,84"
cAywIh3Vvp0,Akal Tidak Menyelamatkan Hidupmu: Mengapa Kepintaran Bisa Membuat Jiwa Kosong – Dr. Fahruddin Faiz,"Dec 15, 2025",6292,7,"1,4422",0,"16,504",111,"1,8"
N4NIPmXLYyQ,IQ Tinggi Tapi Tetap Gagal? Rahasia Kecerdasan Emosional yang Jarang Dibahas – Dr. Fahruddin Faiz,"Aug 6, 2025",6299,7,"3,6982",0,"133,572",221,"3,17"
Sha4YsmLNGA,Ikhlas Bukan Sekadar Merelakan #shorts,"Jun 1, 2026",54,7,"0,0352",0,"0,954",21,0
C1CU_qTMuI4,Fitnah: Bahaya yang Tersembunyi – Dr. Fahruddin Faiz #Shorts,"Apr 13, 2025",72,7,"0,0561",0,"1,222",29,"3,45"
3h5KO4psNq4,Self-Hatred: Mengapa Membenci Diri Sendiri Lebih Berbahaya dari Kesepian? – Dr. Fahruddin Faiz,"Sep 3, 2025",6981,7,"2,1517",0,"40,505",135,"4,44"
F69cYlh9ztU,Ikhwan al-Shafa: Filsuf Misterius yang Menyamar Demi Kebenaran – Dr. Fahruddin Faiz,"Aug 22, 2025",6888,7,"5,9327",0,"143,339",57,"12,28"
0WB1XcKadIA,"KIAMAT EKOLOGIS SUDAH DIMULAI: Bukan Alam yang Binasa, Tapi KITA yang Punah! – Dr. Fahruddin Faiz","Dec 1, 2025",5007,7,"2,3003",0,"20,652",110,"1,82"
FiF2QCzYsKw,Ganti Judul Lukamu #shorts,"May 27, 2026",78,7,"0,0676",0,"1,278",17,0
CWTGbjq4HNM,Nazisme: Rasisme Buta atau Logika Gelap yang Terencana? – Dr. Fahruddin Faiz,"Jan 19, 2026",6857,7,"0,8738",0,"11,179",149,"3,36"
HDc8wQ0bcTc,Saat Luka Tidak Lagi Menang #shorts,"May 30, 2026",129,7,"0,0703",0,"1,261",20,0
udUd4B_mEMw,Bukan Karena Uang—Ini Alasan Kamu Tetap Miskin,"Mar 31, 2026",6993,7,"3,3345",0,,105,"1,9"
S-I__jm2v44,Syariat Tanpa Hakikat Itu Kosong! Peringatan Syah Waliyullah al-Dihlawi – Fahruddin Faiz,"Aug 1, 2025",6500,6,"4,664",0,"57,834",40,10
4C3d299iNqQ,Orang Relijius? Ternyata Begini Ciri Aslinya! - Dr. Fahruddin Faiz,"May 16, 2025",59,6,"0,0608",0,"0,956",13,0
Quo6WH9IkbM,Bahagia Tanpa Sedih Tidak Ada Artinya – Dr. Fahruddin Faiz | Suara Filsuf,"Dec 6, 2025",100,6,"0,0321",0,"2,002",14,0
FnsEZui_78s,Hidup Terasa Biasa Saja? Ini Rahasia Agar Hidupmu Lebih Bermakna – Dr. Fahruddin Faiz,"May 12, 2025",3247,6,"1,4943",0,"88,505",163,"1,84"
MN1HQRULszQ,"Ilmumu Cuma Wawasan, Bukan Amalan? – Dr. Fahruddin Faiz","Oct 18, 2025",98,6,"0,0314",0,"0,306",11,"9,09"
Yj6_PUwfNnU,Kenali Dirimu Sendiri: Filsafat Socrates untuk Hidup Modern – Dr. Fahruddin Faiz,"Jul 14, 2025",3442,6,"2,8793",0,"30,751",61,"4,92"
rBTK3mrFHxE,"Jalan Sunyi Itu Tak Sepi, Tapi Penuh Tuhan","Jun 25, 2025",48,6,"0,0214",0,"0,632",19,0
S1WDmbBnPM0,Soe Hok Gie: Lebih Baik Mati Muda daripada Hidup Menjilat,"Apr 19, 2026",6813,6,"3,5084",0,"274,55",145,"2,76"
J3kPEOb4lh4,Saat Derita Membawamu Lebih Dekat Kepada Allah,"May 29, 2026",2394,6,"2,6086",0,"48,754",208,"1,92"
i5ykHIbNFGQ,Jangan Benci Dirimu Sendiri #shorts,"May 26, 2026",48,6,"0,0254",0,"1,258",26,0
s-8sbrJl-Zk,Pengalaman Pahit: Guru Kehidupan yang Paling Jujur – Refleksi Dr. Fahruddin Faiz,"Jun 13, 2025",50,6,"0,0284",0,"1,604",74,"1,35"
xxK0HKMAP2w,Cinta Dunia Bisa Membawa ke Tuhan? Kisah Yusuf & Zulaikha,"Mar 11, 2026",6395,6,"5,9491",0,"298,186",128,0
Omc62iupiXw,"Bahagiakan Dirimu Dulu, Baru Orang Lain – Dr. Fahruddin Faiz","May 12, 2025",61,6,"0,0727",0,"0,977",20,10
gRfelaUGtv8,"Kelola Instingmu, Sebelum Hidupmu Jadi Masalah! – Dr. Fahruddin Faiz","Apr 29, 2025",2172,6,"1,841",0,"50,569",172,"2,33"
dzmZ4xsBkr8,Banyak Orang Depresi Karena Tidak Tahu Makna Hidup – Dr. Fahruddin Faiz,"Oct 21, 2025",57,6,"0,0208",0,"1,423",20,10
c-4H6EUyBzc,Iman Tinggi #shorts,"May 15, 2026",35,6,"0,0115",0,"0,935",11,0
sNL8MRN3E7g,Kalau Semua Milik Allah… Kenapa Kamu Takut Kehilangan? #shorts,"Apr 15, 2026",37,6,"0,0026",0,,12,0
EybaKxfIpNI,"Kita Mengaku Pancasila, Tapi Mengapa Hidup Kita Saling Melukai? – Dr. Fahruddin Faiz","May 10, 2026",4852,6,"0,6546",0,"2,754",180,"1,67"
_f32d6P-OZI,Mengapa Pemimpin Zaman Sekarang Gagal? Sunan Gunung Jati Punya Jawabannya – Dr. Fahruddin Faiz,"Jan 2, 2026",7310,6,"0,7609",0,"15,012",154,"3,25"
ktLNm6ubuaw,Al-Mawardi: 6 Tanda Bangsa Akan Hancur — Nomor Terakhir Sudah Kita Anggap Normal,"May 5, 2026",6952,6,"1,0034",0,"65,086",175,"1,71"
DCjKU6K5pfc,Sudahkah Kamu Bertemu Tuhan dalam Dirimu? Rahasia Guru Sejati – Dr. Fahruddin Faiz,"Jun 12, 2025",1845,6,"2,7109",0,"495,766",52,"3,85"
n9nP1yeaYpE,Perjalanan Sunyi: Mengenali dan Memaafkan Diri Sendiri – Dr. Fahruddin Faiz,"Apr 18, 2025",2184,6,"1,3329",0,"85,087",74,"4,05"
XaChyl8SRZY,Hidup Apa Senangnya? #shorts,"May 28, 2026",116,5,"0,0752",0,"1,6",19,0
yz-Vfms7Pd0,Cara Bijak Hadapi Orang Toxic – Dr. Fahruddin Faiz,"Nov 1, 2025",119,5,"0,0534",0,"1,745",30,"3,33"
4JzaRT1g418,Filosofi Samurai: 7 Prinsip Bushido yang Bisa Mengubah Cara Hidupmu – Dr. Fahruddin Faiz,"Oct 5, 2025",6525,5,"1,0085",0,"52,869",114,"2,63"
oQegl99lLwI,Kenapa Kamu Gak Pernah Benar-Benar Orisinal? – Dr. Fahruddin Faiz,"Oct 14, 2025",170,5,"0,0111",0,"0,597",17,0
bDKpyUI23W4,"Heraclitus: Hidup Adalah Perubahan, Tidak Ada yang Kekal – Dr. Fahruddin Faiz","Oct 27, 2025",6420,5,"2,3239",0,"1242,078",67,"5,97"
jKvnI7V6Vn0,Manusia dengan Karakter Syaithaniah – Dr. Fahruddin Faiz,"Oct 28, 2025",90,5,"0,0286",0,"0,613",7,"14,29"
TYJ1VmaNJiA,Eksploitasi Diri: Saat Kita Jadi Musuh bagi Diri Sendiri – Dr. Fahruddin Faiz,"Oct 9, 2025",108,5,"0,0412",0,"0,956",18,"5,56"
H4mkyNFXoLE,Taubatmu Diterima atau Ditolak? Kenali Tanda yang Sering Tak Disadari! – Dr. Fahruddin Faiz,"Oct 10, 2025",6318,5,"4,0902",0,"162,179",70,"2,86"
6EVXJr1Pma0,"Semedi Itu Bukan Diam, Tapi Mendengar Hatimu Sendiri","Jul 2, 2025",43,5,"0,0161",0,"0,307",25,0
KMFCpuSskFs,3 Kunci Menguasai Diri – Dr  Fahruddin Faiz,"Jul 18, 2025",120,5,"0,0869",0,"1,302",16,0
2tK_vvQPPes,Syukur: Kunci Bahagia yang Tak Terlihat #shorts,"Apr 9, 2025",42,5,"0,0144",0,"0,952",24,"4,17"
lZ1hYZPHUQc,Hakikat Meniti Jalan Kembali – Dr. Fahruddin Faiz,"Oct 4, 2025",80,5,"0,0367",0,"0,665",17,"5,88"
i7yi78w7Kww,STOP! Hidup Mengejar “Having” Bikin Kamu Kosong — Saatnya Jadi Manusia “Becoming”,"Nov 10, 2025",86,5,"0,0508",0,"0,935",37,"2,7"
pAn97LZG3yU,Sulit Memaafkan Diri? Ini Makna Taubat yang Sebenarnya! – Dr. Fahruddin Faiz,"May 16, 2025",3335,4,"2,7796",1,,25,0
I1kKIOVHjm0,Mengapa Kita Harus Jatuh Cinta Sebelum Mengenal Tuhan? Pelajaran Para Sufi,"Mar 13, 2026",6458,4,"3,3133",0,"174,126",112,"2,68"
Eg_XYRCbG3k,Mengapa Banyak Orang Suka Menghakimi? | Suara Filsuf – Dr. Fahruddin Faiz,"Nov 6, 2025",56,4,"0,0184",0,"0,307",16,0
H9Sl3KIB6Vw,Hidup Terasa Capek Padahal Tidak Berat — Ada yang Salah dengan Cara Kita Hidup — Dr. Fahruddin Faiz,"Dec 31, 2025",4030,4,"1,4995",0,"21,311",95,"3,16"
cbGqnpn2P2c,Ibrahim ibn Adham: Suara Ini Membuat Seorang Sultan Meninggalkan Segalanya,"Apr 26, 2026",7387,4,"1,2438",0,,150,"1,33"
-iiRonDP0uU,"Rahasia Menjadi ""Api"": Mensucikan Tanpa Terkotori","Jan 21, 2026",65,4,"0,0157",0,"0,306",10,10
ke87y6_ZP-g,Mungkin Kamu yang Menciptakan Kecewamu,"Feb 23, 2026",33,4,"0,0044",0,"1,132",11,"9,09"
7E1KuC8yQSs,Tuhan dan Pikiran Manusia: Alat Pencari atau Penghalang? – Dr. Fahruddin Faiz,"Jan 9, 2026",2652,4,"0,7886",0,"87,396",115,"2,61"
GVCEyRUab3E,"Hidup yang Tak Diuji, Tak Punya Nilai – Dr. Fahruddin Faiz","Jul 24, 2025",108,4,"0,0143",0,"2,279",22,0
O0SdZyPlf34,Bingung dengan Arah Hidupmu? Inilah Cara Menemukan Passion Sejati – Dr. Fahruddin Faiz,"May 2, 2025",1983,4,"1,8601",0,"211,871",59,"3,39"
634ipPwrBWk,Rahasia Hidup Tenang ala Zen di Dunia yang Kacau – Dr. Fahruddin Faiz,"Oct 3, 2025",6656,4,"1,165",0,"22,64",74,"5,41"
4WdxKbNfXv8,Kamu Pintar Karena Ada yang Rela Bodoh,"Jan 24, 2026",68,4,"0,0026",0,"0,809",9,0
MfMtkZjqUZg,Kunci Hidup Bahagia: Tahu Diri & Tahu Batas – Dr. Fahruddin Faiz,"Jul 1, 2025",2858,4,"0,8452",0,"31,693",144,"2,78"
HoWtI-zIJtU,Berhenti Mengejar Kesempurnaan: Rahasia Hidup Tenang ala Jepang,,6710,4,"0,9138",0,"6,634",92,"3,26"
l8R0zQorjGk,Kenapa Kita Selalu Ingin Dicintai? - Dr. Fahruddin Faiz,"Dec 27, 2025",63,4,"0,0223",0,"1,116",9,0
TgNLpMdsVUs,Kenapa Kita Harus Ngaji Filsafat? – Dr. Fahruddin Faiz,"Aug 23, 2025",56,4,"0,0202",0,"0,305",23,0
oA5cAUJDZMc,"Tanpa Ini, Hidupmu Akan Kosong – Pesan Dr. Fahruddin Faiz","Jun 20, 2025",143,4,"0,0778",0,"0,954",21,"4,76"
5nS63M-PkTE,"Cinta Itu Datang Sendiri, Kita Gak Bisa Atur","Jul 8, 2025",139,4,"0,0073",0,"0,307",6,0
ojJJg4JRJ1A,Benarkah Tokoh Besar Dunia Terhubung ke Ibrahim?,"Feb 17, 2026",85,4,"0,0025",0,"0,809",12,0
ANIlVAkDZUQ,Kamu Mencintai atau Mengingkan? 🤔 - Dr. Fahruddin Faiz,"Apr 19, 2025",43,4,"0,0208",0,"0,628",9,"11,11"
gagi2G94vGk,Manusia Itu Egois — Ini Faktanya,"Apr 12, 2026",51,4,"0,0083",0,"1,116",19,"5,26"
7DImmDYG-Pg,"Merasa Hampa: Masalah Mental, atau Gagal Menjadi Diri Sendiri? — Dr. Fahruddin Faiz","Jan 31, 2026",6726,4,"0,0047",0,"1,111",87,"2,3"
6-F3chwpSAY,Mengapa Kedekatan Tidak Selalu Menenangkan?,"Feb 1, 2026",63,4,"0,0277",0,"1,458",10,0
lEOYd7anBtM,Bahagia Itu Dimulai dari Penerimaan – Dr. Fahruddin Faiz | Suara Filsuf,"May 24, 2025",45,4,"0,0203",0,"0,632",23,0
zktE5HT_LcE,Nasihat Move On Paling Logis dari Filsuf – Dr. Fahruddin Faiz | Suara Filsuf,"Dec 16, 2025",61,4,"0,0138",0,"1,439",9,"11,11"
zaoktLAp3iY,Menemukan Kedamaian Diri: Cara Mengatasi Takut dalam Kesendirian – Dr. Fahruddin Faiz,"Apr 28, 2025",2942,4,"1,2843",0,"47,238",179,"1,68"
vNTIuoGkh6A,Kenapa Hidupmu Nggak Pernah Tenang?,"Feb 18, 2026",86,4,"0,0127",0,"1,439",12,0
y48YeiEXP2U,Saat Dunia Tak Lagi Menguasaimu — Insan Kamil,"Feb 21, 2026",107,4,"0,0034",0,"0,809",13,0
fjPrq4liitM,"Hidup Kita Makin Mudah, Tapi Mengapa Kita Justru Kehilangan Diri? – Dr. Fahruddin Faiz","Dec 8, 2025",6193,4,"2,6971",0,"35,281",70,"1,43"
OyNeEnj4o8s,"Syukuri Peran Hidupmu, Itu Amanah dari Tuhan – Dr. Fahruddin Faiz","May 19, 2025",49,4,"0,026",0,"0,597",24,"4,17"
DEaIvX3Mw24,"Mengapa Kita Merindukan Pemimpin yang Adil, Tapi Sulit Menemukannya Hari Ini? – Dr. Fahruddin Faiz","Sep 8, 2025",6215,4,"4,1943",0,"401,993",87,"3,45"
DDj_mQx79B4,Hal Sepele yang Menjadi Dosa Besar,"Jan 24, 2026",91,4,"0,0037",0,"0,649",10,0
S76YRAiJ86g,"Bebas Dirimu! Latihlah Hati, Menjadi Asli Justru Membuat Hidup Lebih Ringan","Apr 7, 2026",5969,4,"0,2207",0,"8,454",108,"1,85"
nSOa41uqyuk,Cara Diam Mengalahkan Penghina #ngajifilsafat,"Feb 16, 2026",123,4,"0,0207",0,"1,781",13,0
zzWWpa0U1OU,"Derita Bukan Kutukan, Tapi Jalan Kesadaran – Dr. Fahruddin Faiz","Jun 2, 2025",60,4,"0,0442",0,"0,612",25,0
3bs6hguvGeg,Nur Muhammad: Cahaya Awal Segala Cipta & Makna – Dr. Fahruddin Faiz,"Jun 26, 2025",5965,4,"1,7869",0,"54,163",77,"3,9"
uGtp9m7f7-o,"Maafkan Dirimu, Maka Damai Akan Hadir ✨ - Dr. Fahruddin Faiz","Apr 18, 2025",46,4,"0,0084",0,"1,224",10,0
O4fNPhAJpgA,"Doamu Dikabulkan, Tapi Kamu Tak Menyadarinya – Dr. Fahruddin Faiz | Suara Filsuf","May 29, 2025",28,4,"0,0176",0,"1,278",24,0
pziEVkhgc2w,"Rindu Allah, Hati Jadi Damai - Dr. Fahruddin Faiz","Apr 23, 2025",85,4,"0,0334",0,"0,651",30,"3,33"
Lw9-DElmrgA,"Yang Bikin Kamu Sakit Bukan Masalahnya, Tapi Pikiranmu","Jun 24, 2025",126,3,"0,0234",0,"0,612",17,0
JRYPhBArOFM,Rasa Hampa Itu Karena Kamu Terlalu Ambisius — Belajarlah dari Filosofi Ikiga,,6750,3,"1,9422",0,,92,"2,17"
FtheWjVQn6Q,Filsafat Cahaya yang Dibungkam—Apa yang Mereka Takutkan?,"Feb 27, 2026",6783,3,"0,3482",0,"21,641",137,"1,46"
